song_danceability,song_bpmHistogramSecondPeakBpmMedian,song_mfccZeroMean,song_bpmHistogramSecondPeakBpmMean,movie_Runtime,song_dynamicComplexity,movie_imdbVotes,song_averageLoudness,song_bpmHistogramFirstPeakBpmMean,movie_Genre_0,movie_Genre_1,movie_imdbRating,movie_Released,song_bpmHistogramFirstPeakBpmMedian,song_tuningFrequency,song_onsetRate,song_tuningEqualTemperedDeviation,song_bpm
1.13517343998,133,-679.091430664,94,136,4.20520734787,334696,0.282110929489,99,Drama,Drama,6.8,1983,92,434.193115234,3.92657136917,0.00152253126726,98.7620925903
0.985129475594,144,-735.193603516,103,111,7.7026309967,417346,0.6154935956,123,Action,Sport,8.0,1987,152,440.0,2.29394865036,0.0613060593605,150.903991699
1.23935627937,103,-679.091430664,96,106,3.68526101112,210374,0.213583737612,99,Drama,Music,7.6,1982,99,440.508636475,3.92657136917,0.241179153323,98.7620925903
1.06115114689,157,-679.091430664,144,111,6.9934258461,86994,0.794005572796,96,Action,Sport,6.2,1997,96,446.91595459,4.38519430161,0.218101844192,108.514854431
1.15103435516,92,-704.721191406,117,136,3.68526101112,435391,0.901197314262,110,Comedy,Drama,7.2,1984,96,440.508636475,4.56033325195,0.260760784149,107.721389771
0.95786190033,86,-687.378540039,136,100,2.79472398758,23742,0.458528012037,110,Action,Comedy,7.2,2018,99,436.708374023,4.12572717667,0.00152253126726,111.38293457
1.76760745049,157,-679.091430664,91,111,3.83460044861,59307,0.637374699116,112,Action,Adventure,7.9,2018,96,440.508636475,4.38519430161,0.0387501679361,103.749061584
0.953501284122,120,-675.249389648,115,110,4.26233863831,1266525,0.752921581268,110,Comedy,Comedy,7.2,1987,103,440.0,3.51759958267,0.203058287501,94.8432388306
1.10818254948,144,-711.738342285,86,194,6.9934258461,287914,0.794005572796,96,Comedy,Adventure,7.8,2002,96,440.508636475,3.47729516029,0.0387501679361,115.417297363
1.10818254948,133,-712.931152344,117,136,6.2711148262,1274061,0.840900540352,152,Comedy,Adventure,6.2,1984,108,441.272583008,4.56033325195,0.241179153323,119.811538696
1.28604698181,86,-672.606079102,157,105,7.18442869186,665342,0.794005572796,120,Comedy,Music,7.0,1982,115,436.708374023,2.84504747391,0.00152253126726,85.6735076904
1.28604698181,91,-687.378540039,94,143,3.68526101112,86994,0.601599574089,110,Drama,Music,7.2,1984,96,436.708374023,2.84504747391,0.204686850309,150.903991699
1.15103435516,117,-704.297607422,144,111,2.79472398758,23742,0.282110929489,123,Action,Drama,7.0,2015,115,440.0,3.92657136917,0.0387501679361,111.38293457
1.23935627937,157,-641.350891113,98,106,5.17708873749,59307,0.840900540352,112,Drama,Sport,4.2,1983,112,440.508636475,3.92657136917,0.241179153323,95.4836959839
0.953501284122,157,-679.091430664,117,97,6.9934258461,729430,0.752921581268,86,Comedy,Sport,7.8,1967,96,441.272583008,2.4927084446,0.204686850309,111.38293457
1.10818254948,86,-764.551269531,98,110,7.05017280579,319294,0.282110929489,96,Comedy,Drama,7.9,2016,120,446.91595459,2.29394865036,0.204686850309,85.6735076904
1.06115114689,103,-804.451599121,98,143,6.9934258461,210374,0.839834451675,99,Action,Romance,7.9,2012,92,440.508636475,2.15262150764,0.00502002285793,91.6889190674
1.10818254948,103,-672.606079102,96,99,7.18442869186,319294,0.6154935956,120,Comedy,Music,6.8,2018,112,443.828887939,2.29394865036,0.0613060593605,112.931900024
1.15103435516,120,-712.931152344,117,106,6.9934258461,334696,0.6154935956,152,Drama,Music,7.6,1987,103,441.272583008,4.18725204468,0.00746749015525,91.6889190674
1.28604698181,115,-804.451599121,144,143,3.75544047356,210374,0.213583737612,108,Action,Romance,7.0,1983,152,446.91595459,2.84504747391,0.0234110299498,108.9532547
1.0562107563,98,-704.721191406,144,136,6.9934258461,59307,0.839834451675,110,Action,Sport,6.5,1967,99,434.193115234,3.51759958267,0.203058287501,91.6889190674
1.06115114689,115,-711.738342285,91,111,5.17708873749,1266525,0.840900540352,120,Drama,Drama,7.6,2012,108,436.708374023,2.4927084446,0.204686850309,112.931900024
1.0562107563,86,-675.249389648,120,118,3.41271734238,1274061,0.824077606201,99,Action,Comedy,6.2,1983,108,440.0,2.51186203957,0.241179153323,119.811538696
0.95786190033,98,-735.193603516,120,128,4.26233863831,665342,0.110218316317,123,Drama,Adventure,8.0,1983,123,440.0,3.51759958267,0.260760784149,119.811538696
1.28604698181,96,-764.551269531,144,97,4.26233863831,287914,0.839834451675,92,Action,Adventure,7.8,1982,86,443.828887939,4.18725204468,0.382874310017,95.4836959839
1.07316434383,92,-641.350891113,133,125,3.83460044861,287914,0.213583737612,110,Drama,Music,7.0,1983,99,446.91595459,3.51759958267,0.382874310017,85.6735076904
1.07316434383,103,-641.350891113,86,99,6.9934258461,665342,0.840900540352,112,Comedy,Comedy,7.6,1967,108,440.0,3.92657136917,0.0234110299498,107.721389771
1.15103435516,86,-672.606079102,144,105,7.7026309967,287914,0.840900540352,112,Drama,Sport,7.6,1997,86,434.193115234,3.92657136917,0.0613060593605,115.417297363
0.914915144444,117,-641.350891113,120,125,4.26233863831,665342,0.752921581268,152,Action,Adventure,6.5,2002,110,434.193115234,3.68853807449,0.0196584705263,94.8432388306
1.06115114689,117,-641.350891113,91,143,3.83460044861,435391,0.896492302418,120,Drama,Comedy,4.2,1987,108,434.193115234,3.51614761353,0.218101844192,119.811538696
0.953501284122,157,-735.193603516,91,105,7.7026309967,287914,0.752921581268,123,Action,Music,8.0,2012,86,443.828887939,3.47729516029,0.382874310017,112.931900024
1.07316434383,136,-651.425048828,120,125,4.20520734787,59307,0.213583737612,123,Drama,Adventure,7.9,1984,112,443.828887939,3.51759958267,0.00746749015525,98.7620925903
1.13517343998,115,-735.193603516,157,106,4.26233863831,334696,0.794005572796,110,Comedy,Music,4.2,2002,115,446.91595459,2.84504747391,0.0387501679361,112.931900024
0.914915144444,94,-641.350891113,94,100,6.9934258461,210374,0.840900540352,123,Drama,Music,6.8,1967,96,446.91595459,2.29394865036,0.204686850309,95.4836959839
1.0562107563,136,-735.193603516,91,99,4.20520734787,319294,0.896492302418,96,Drama,Music,7.8,2002,115,441.272583008,4.38519430161,0.00152253126726,91.6889190674
0.914915144444,157,-704.297607422,103,97,4.27263259888,86994,0.901197314262,92,Comedy,Drama,6.2,1987,112,434.193115234,4.56033325195,0.382874310017,150.903991699
1.06115114689,98,-672.606079102,120,118,3.83460044861,665342,0.110218316317,112,Action,Adventure,6.8,2002,92,440.508636475,4.38519430161,0.203058287501,111.38293457
1.15103435516,133,-711.738342285,120,97,6.9934258461,1274061,0.458528012037,86,Drama,Drama,6.5,2016,86,436.708374023,3.51759958267,0.382874310017,107.721389771
1.10818254948,86,-704.297607422,86,110,6.9934258461,23742,0.840900540352,152,Action,Romance,4.2,2018,99,440.508636475,3.47729516029,0.382874310017,123.532951355
1.10818254948,94,-654.392456055,144,99,7.7026309967,86994,0.794005572796,92,Action,Sport,7.8,2002,152,441.272583008,4.38519430161,0.286558151245,112.931900024
1.13517343998,133,-712.931152344,136,106,3.75544047356,334696,0.896492302418,112,Action,Drama,4.2,1983,123,434.193115234,3.47729516029,0.204686850309,95.4836959839
1.15103435516,91,-687.378540039,91,110,4.20520734787,1274061,0.901197314262,108,Drama,Drama,7.2,1984,112,446.91595459,3.51614761353,0.218101844192,119.811538696
0.985129475594,91,-679.091430664,144,106,6.2711148262,334696,0.840900540352,112,Drama,Music,4.2,1984,86,434.193115234,4.56033325195,0.00502002285793,119.811538696
1.06115114689,91,-712.931152344,91,143,6.2711148262,59307,0.824077606201,92,Action,Romance,6.2,1977,86,443.828887939,4.12572717667,0.0196584705263,119.811538696
1.28604698181,120,-641.350891113,117,105,2.79472398758,443374,0.282110929489,120,Action,Drama,7.2,2016,96,440.508636475,2.15262150764,0.00746749015525,119.811538696
0.914915144444,91,-675.249389648,94,97,2.79472398758,287914,0.282110929489,99,Drama,Drama,7.9,2002,96,446.91595459,3.92657136917,0.0196584705263,107.721389771
1.13517343998,120,-679.091430664,144,95,7.05017280579,59307,0.213583737612,112,Action,Drama,6.8,1982,108,441.272583008,2.51186203957,0.00746749015525,85.6735076904
0.95786190033,115,-764.551269531,115,118,2.79472398758,59307,0.752921581268,86,Action,Romance,7.8,1984,103,446.91595459,2.15262150764,0.00152253126726,94.8432388306
0.953501284122,115,-654.392456055,117,110,7.18442869186,86994,0.877794921398,110,Action,Comedy,6.5,1983,86,446.91595459,3.92657136917,0.00746749015525,119.811538696
0.985129475594,117,-704.297607422,115,125,3.41271734238,287914,0.824077606201,108,Comedy,Comedy,7.6,1984,92,443.828887939,3.92657136917,0.241179153323,103.749061584
1.0562107563,98,-735.193603516,133,143,4.20520734787,417346,0.752921581268,115,Action,Adventure,6.2,2002,86,434.193115234,2.51186203957,0.0387501679361,150.903991699
1.06115114689,157,-675.249389648,117,118,5.43102169037,435391,0.824077606201,110,Comedy,Drama,7.0,1967,108,436.708374023,2.84504747391,0.382874310017,115.417297363
0.914915144444,96,-764.551269531,115,97,3.68526101112,417346,0.896492302418,108,Action,Music,4.2,1983,108,440.508636475,2.4927084446,0.0234110299498,150.903991699
0.985129475594,157,-735.193603516,92,99,2.79472398758,334696,0.458528012037,112,Comedy,Music,7.0,2002,110,440.508636475,3.51614761353,0.0387501679361,108.9532547
0.95786190033,103,-712.931152344,103,97,7.05017280579,443374,0.840900540352,99,Drama,Adventure,6.5,2002,86,440.0,3.68853807449,0.00746749015525,108.9532547
1.10818254948,98,-804.451599121,103,194,3.41271734238,1266525,0.896492302418,99,Action,Drama,8.0,1977,123,441.272583008,2.15262150764,0.00502002285793,107.721389771
0.985129475594,157,-711.738342285,98,121,3.83460044861,59307,0.896492302418,123,Comedy,Sport,6.5,2016,120,434.193115234,3.47729516029,0.382874310017,111.38293457
1.28604698181,92,-764.551269531,157,106,3.41271734238,210374,0.458528012037,86,Drama,Comedy,4.2,1983,92,446.91595459,4.18725204468,0.218101844192,150.903991699
0.914915144444,94,-653.489624023,144,110,4.20520734787,417346,0.110218316317,123,Comedy,Sport,7.2,2018,110,441.272583008,4.18725204468,0.0196584705263,112.931900024
1.0562107563,98,-704.297607422,98,194,6.2711148262,435391,0.896492302418,120,Comedy,Romance,7.9,2002,96,440.508636475,3.51759958267,0.382874310017,107.721389771
1.07316434383,157,-672.606079102,157,111,3.83460044861,729430,0.840900540352,86,Comedy,Sport,7.8,1982,86,443.828887939,2.29394865036,0.0196584705263,91.6889190674
0.95786190033,96,-764.551269531,92,99,7.18442869186,729430,0.458528012037,86,Drama,Adventure,7.9,1997,96,434.193115234,2.51186203957,0.204686850309,103.749061584
1.28604698181,92,-675.249389648,98,143,7.18442869186,86994,0.601599574089,110,Comedy,Sport,4.2,1984,92,446.91595459,3.92657136917,0.286558151245,150.903991699
1.13517343998,96,-641.350891113,98,106,7.18442869186,287914,0.839834451675,96,Drama,Sport,6.2,1982,96,440.0,2.29394865036,0.256366878748,91.6889190674
1.76760745049,133,-641.350891113,96,143,3.68526101112,417346,0.637374699116,120,Comedy,Sport,6.2,1985,115,440.508636475,2.84504747391,0.00746749015525,108.9532547
1.13517343998,144,-675.249389648,96,110,5.17708873749,1274061,0.839834451675,120,Action,Music,6.2,1983,115,441.272583008,3.51614761353,0.0196584705263,91.6889190674
1.3391815424,103,-764.551269531,92,99,7.05017280579,417346,0.901197314262,103,Comedy,Drama,8.0,1997,115,446.91595459,3.51614761353,0.0234110299498,123.532951355
1.3391815424,98,-651.425048828,136,121,7.05017280579,334696,0.110218316317,115,Drama,Sport,7.0,1997,115,446.91595459,3.68853807449,0.0234110299498,112.931900024
1.10818254948,86,-704.297607422,115,95,7.7026309967,23742,0.839834451675,96,Comedy,Sport,4.2,2012,96,440.508636475,2.84504747391,0.00152253126726,108.514854431
0.95786190033,115,-654.392456055,136,128,5.17708873749,86994,0.794005572796,86,Action,Comedy,7.2,2002,110,446.91595459,2.51186203957,0.00502002285793,112.931900024
1.10818254948,115,-653.489624023,91,194,6.9934258461,443374,0.637374699116,92,Comedy,Adventure,8.0,1983,86,441.272583008,2.4927084446,0.286558151245,115.417297363
1.06115114689,94,-704.297607422,144,121,4.27263259888,210374,0.752921581268,123,Comedy,Sport,4.2,2002,96,440.0,3.68853807449,0.00502002285793,123.532951355
1.3391815424,157,-653.489624023,157,106,4.20520734787,443374,0.6154935956,96,Comedy,Sport,7.0,2018,123,440.0,3.68853807449,0.0387501679361,119.811538696
1.23935627937,86,-712.931152344,117,194,5.17708873749,1274061,0.901197314262,86,Drama,Romance,6.8,1982,112,434.193115234,3.51759958267,0.0196584705263,108.514854431
1.06115114689,91,-804.451599121,133,128,7.05017280579,334696,0.896492302418,96,Comedy,Comedy,7.8,1977,99,436.708374023,2.4927084446,0.0387501679361,150.903991699
1.07316434383,117,-804.451599121,94,106,4.27263259888,417346,0.282110929489,86,Action,Romance,7.2,2012,152,443.828887939,2.84504747391,0.286558151245,108.514854431
0.985129475594,94,-704.297607422,144,106,3.75544047356,334696,0.877794921398,115,Comedy,Adventure,4.2,2014,92,434.193115234,4.38519430161,0.256366878748,115.417297363
0.953501284122,92,-704.721191406,157,97,4.27263259888,287914,0.794005572796,123,Drama,Sport,7.8,1967,120,434.193115234,2.84504747391,0.00152253126726,95.4836959839
1.07316434383,94,-651.425048828,103,95,2.79472398758,1266525,0.637374699116,96,Comedy,Adventure,7.6,1985,112,446.91595459,4.56033325195,0.204686850309,123.532951355
1.76760745049,86,-711.738342285,92,95,3.75544047356,23742,0.458528012037,112,Drama,Drama,6.2,1967,110,434.193115234,2.15262150764,0.204686850309,111.38293457
0.985129475594,144,-735.193603516,136,136,7.18442869186,254559,0.110218316317,96,Action,Romance,6.8,1997,96,440.508636475,3.47729516029,0.00746749015525,98.7620925903
1.13517343998,115,-704.297607422,98,105,3.75544047356,334696,0.877794921398,123,Action,Romance,6.8,1984,120,446.91595459,4.12572717667,0.203058287501,95.4836959839
1.13517343998,144,-764.551269531,86,97,3.83460044861,254559,0.901197314262,110,Drama,Music,8.0,1977,152,440.0,2.19152355194,0.00746749015525,103.749061584
1.0562107563,91,-675.249389648,94,97,3.75544047356,665342,0.840900540352,152,Comedy,Music,7.6,2015,115,443.828887939,2.29394865036,0.0387501679361,91.6889190674
1.3391815424,91,-735.193603516,157,125,2.79472398758,1266525,0.458528012037,92,Action,Romance,8.0,2015,92,441.272583008,2.84504747391,0.218101844192,107.721389771
1.25851809978,94,-651.425048828,96,105,3.83460044861,334696,0.901197314262,110,Action,Adventure,4.2,2012,99,446.91595459,3.47729516029,0.241179153323,115.417297363
0.95786190033,120,-653.489624023,86,118,3.75544047356,1274061,0.637374699116,108,Action,Music,6.2,1982,96,436.708374023,2.51186203957,0.00152253126726,150.903991699
1.28604698181,94,-679.091430664,157,95,3.68526101112,1266525,0.282110929489,115,Action,Adventure,7.0,1977,120,440.0,2.15262150764,0.218101844192,98.7620925903
0.985129475594,98,-735.193603516,120,194,3.83460044861,23742,0.896492302418,92,Drama,Music,6.5,1984,123,436.708374023,2.19152355194,0.218101844192,111.38293457
1.06115114689,103,-672.606079102,144,95,7.7026309967,1274061,0.110218316317,115,Comedy,Adventure,6.2,2018,112,436.708374023,4.12572717667,0.0613060593605,119.811538696
1.15103435516,136,-651.425048828,96,99,3.75544047356,1274061,0.282110929489,96,Action,Romance,4.2,1997,96,446.91595459,2.19152355194,0.0234110299498,150.903991699
0.953501284122,144,-687.378540039,120,100,3.75544047356,435391,0.458528012037,115,Drama,Adventure,7.9,1987,115,443.828887939,3.51614761353,0.256366878748,95.4836959839
0.914915144444,120,-675.249389648,92,121,6.2711148262,435391,0.458528012037,103,Comedy,Music,7.6,2002,96,440.508636475,2.51186203957,0.00152253126726,91.6889190674
1.15103435516,91,-641.350891113,133,111,5.17708873749,319294,0.752921581268,96,Drama,Adventure,8.0,1983,152,434.193115234,4.56033325195,0.00502002285793,150.903991699
1.07316434383,136,-687.378540039,98,99,2.79472398758,665342,0.877794921398,92,Comedy,Comedy,6.5,1997,92,440.508636475,2.15262150764,0.241179153323,115.417297363
1.23935627937,115,-675.249389648,96,128,6.9934258461,435391,0.282110929489,123,Comedy,Drama,4.2,1967,120,440.508636475,4.38519430161,0.203058287501,123.532951355
1.28604698181,133,-672.606079102,91,100,3.83460044861,210374,0.213583737612,86,Action,Adventure,7.0,2018,152,436.708374023,3.68853807449,0.0196584705263,123.532951355
0.914915144444,136,-704.721191406,136,143,6.2711148262,435391,0.213583737612,92,Comedy,Adventure,4.2,2014,123,440.508636475,2.29394865036,0.0196584705263,85.6735076904
1.10818254948,94,-735.193603516,94,121,4.27263259888,1266525,0.840900540352,86,Action,Romance,7.2,2012,103,441.272583008,3.92657136917,0.0196584705263,98.7620925903
1.13517343998,117,-654.392456055,120,110,4.20520734787,86994,0.752921581268,152,Drama,Comedy,8.0,2016,123,441.272583008,2.51186203957,0.256366878748,115.417297363
1.25851809978,115,-672.606079102,117,99,3.41271734238,23742,0.824077606201,120,Action,Music,7.6,2015,103,441.272583008,4.12572717667,0.00746749015525,103.749061584
1.3391815424,91,-675.249389648,96,125,3.68526101112,23742,0.752921581268,120,Action,Romance,7.6,1984,120,436.708374023,2.15262150764,0.0196584705263,119.811538696
1.07316434383,96,-704.297607422,103,128,6.2711148262,23742,0.213583737612,96,Comedy,Drama,7.2,2015,123,441.272583008,3.51759958267,0.256366878748,85.6735076904
1.10818254948,157,-653.489624023,103,99,4.26233863831,1266525,0.601599574089,96,Drama,Adventure,4.2,2002,96,443.828887939,3.51614761353,0.260760784149,103.749061584
1.06115114689,91,-704.297607422,86,99,2.79472398758,59307,0.840900540352,108,Action,Sport,4.2,2012,108,440.0,4.38519430161,0.0387501679361,107.721389771
1.76760745049,91,-712.931152344,103,118,3.75544047356,443374,0.877794921398,92,Action,Adventure,7.6,2014,110,440.508636475,3.51759958267,0.260760784149,95.4836959839
1.76760745049,136,-654.392456055,94,118,3.68526101112,443374,0.6154935956,92,Action,Adventure,6.5,2012,112,440.508636475,3.51759958267,0.241179153323,95.4836959839
0.953501284122,117,-804.451599121,92,143,3.68526101112,86994,0.752921581268,99,Action,Romance,8.0,2016,99,434.193115234,2.51186203957,0.00152253126726,103.749061584
1.0562107563,96,-704.721191406,157,100,3.83460044861,319294,0.282110929489,115,Action,Romance,6.5,2002,112,441.272583008,2.19152355194,0.0613060593605,108.514854431
1.76760745049,117,-653.489624023,91,105,5.17708873749,59307,0.877794921398,99,Drama,Adventure,8.0,1984,152,436.708374023,4.18725204468,0.0613060593605,94.8432388306
0.953501284122,115,-641.350891113,91,105,4.26233863831,287914,0.752921581268,103,Action,Music,7.0,2018,112,446.91595459,2.4927084446,0.00152253126726,119.811538696
0.953501284122,144,-672.606079102,91,95,5.43102169037,254559,0.282110929489,96,Drama,Drama,7.8,2012,115,446.91595459,2.4927084446,0.0196584705263,107.721389771
1.15103435516,86,-654.392456055,92,110,3.41271734238,319294,0.752921581268,152,Drama,Drama,7.0,2018,99,441.272583008,4.56033325195,0.0613060593605,107.721389771
1.07316434383,96,-704.297607422,133,97,7.05017280579,23742,0.840900540352,86,Comedy,Adventure,6.5,1997,96,443.828887939,4.38519430161,0.241179153323,85.6735076904
1.13517343998,115,-651.425048828,136,121,4.27263259888,435391,0.458528012037,99,Comedy,Romance,7.2,1983,92,441.272583008,3.92657136917,0.218101844192,95.4836959839
1.25851809978,96,-672.606079102,136,97,7.18442869186,334696,0.840900540352,96,Drama,Sport,7.8,1997,96,443.828887939,3.51759958267,0.241179153323,91.6889190674
1.15103435516,92,-675.249389648,115,118,6.2711148262,443374,0.901197314262,123,Comedy,Romance,8.0,1983,96,440.0,2.4927084446,0.00152253126726,108.9532547
1.3391815424,120,-653.489624023,120,100,4.26233863831,334696,0.637374699116,123,Drama,Adventure,6.8,2002,112,440.508636475,4.12572717667,0.0234110299498,103.749061584
0.985129475594,103,-704.297607422,157,136,4.20520734787,435391,0.824077606201,152,Drama,Sport,8.0,1985,103,440.0,4.18725204468,0.00746749015525,115.417297363
1.06115114689,86,-704.721191406,91,110,4.27263259888,729430,0.896492302418,115,Comedy,Sport,6.5,1985,99,441.272583008,2.51186203957,0.0387501679361,85.6735076904
1.23935627937,92,-712.931152344,91,125,6.9934258461,334696,0.601599574089,120,Action,Sport,8.0,1983,86,440.0,3.47729516029,0.00502002285793,98.7620925903
1.3391815424,94,-712.931152344,94,121,3.68526101112,59307,0.213583737612,112,Action,Romance,7.8,1985,152,440.508636475,4.12572717667,0.0387501679361,103.749061584
1.13517343998,91,-675.249389648,133,128,7.18442869186,665342,0.637374699116,120,Comedy,Adventure,7.0,2018,103,443.828887939,2.19152355194,0.204686850309,115.417297363
1.23935627937,157,-675.249389648,103,118,4.26233863831,665342,0.752921581268,110,Action,Drama,6.8,1977,152,443.828887939,2.84504747391,0.0234110299498,91.6889190674
1.0562107563,96,-804.451599121,92,106,7.18442869186,417346,0.877794921398,99,Drama,Romance,7.8,1967,86,443.828887939,3.92657136917,0.0613060593605,112.931900024
1.25851809978,157,-675.249389648,117,95,6.9934258461,59307,0.840900540352,96,Comedy,Adventure,6.8,1967,112,446.91595459,4.38519430161,0.382874310017,91.6889190674
1.25851809978,103,-679.091430664,92,121,6.2711148262,23742,0.637374699116,110,Drama,Sport,7.9,2014,99,436.708374023,4.56033325195,0.0613060593605,95.4836959839
0.95786190033,117,-712.931152344,103,194,5.43102169037,210374,0.877794921398,86,Drama,Romance,7.0,1983,86,443.828887939,3.51759958267,0.0387501679361,111.38293457
1.76760745049,144,-679.091430664,115,105,5.43102169037,287914,0.877794921398,92,Action,Drama,4.2,1987,110,434.193115234,4.12572717667,0.286558151245,119.811538696
1.15103435516,103,-704.297607422,86,106,3.41271734238,443374,0.213583737612,115,Comedy,Comedy,7.9,2012,120,440.508636475,4.18725204468,0.0234110299498,108.514854431
1.28604698181,117,-651.425048828,133,105,3.75544047356,254559,0.896492302418,96,Action,Sport,6.2,2012,96,440.508636475,4.12572717667,0.0196584705263,115.417297363
1.23935627937,157,-687.378540039,117,110,3.83460044861,334696,0.213583737612,108,Drama,Drama,7.9,1982,92,441.272583008,3.51759958267,0.260760784149,94.8432388306
1.23935627937,94,-687.378540039,115,121,6.9934258461,665342,0.213583737612,120,Drama,Music,7.8,1967,120,446.91595459,3.51759958267,0.00746749015525,103.749061584
1.10818254948,91,-764.551269531,133,118,3.68526101112,319294,0.601599574089,120,Action,Romance,7.2,1977,115,441.272583008,4.18725204468,0.00502002285793,95.4836959839
1.15103435516,96,-653.489624023,98,105,6.9934258461,435391,0.901197314262,152,Drama,Comedy,6.2,2015,99,440.0,4.12572717667,0.241179153323,85.6735076904
1.0562107563,157,-704.721191406,117,106,3.83460044861,59307,0.840900540352,152,Drama,Adventure,7.9,1987,112,446.91595459,3.51759958267,0.218101844192,107.721389771
1.28604698181,91,-764.551269531,86,121,5.43102169037,417346,0.213583737612,115,Action,Comedy,8.0,1967,92,436.708374023,3.47729516029,0.256366878748,107.721389771
1.06115114689,86,-679.091430664,98,125,5.17708873749,1266525,0.282110929489,112,Drama,Adventure,7.8,1987,86,436.708374023,2.15262150764,0.256366878748,108.9532547
1.0562107563,157,-679.091430664,133,125,7.7026309967,1274061,0.213583737612,152,Action,Drama,6.5,1983,92,436.708374023,2.84504747391,0.00152253126726,119.811538696
1.07316434383,96,-672.606079102,115,110,6.2711148262,417346,0.901197314262,96,Action,Drama,7.6,1997,92,436.708374023,2.29394865036,0.382874310017,123.532951355
1.0562107563,96,-764.551269531,91,143,3.83460044861,334696,0.752921581268,120,Drama,Music,4.2,1977,92,434.193115234,4.56033325195,0.0387501679361,95.4836959839
1.10818254948,96,-654.392456055,96,95,3.75544047356,254559,0.6154935956,86,Drama,Adventure,7.8,2018,112,440.508636475,4.56033325195,0.204686850309,108.514854431
