Song_dynamic_complexity,Game_genres_0,Song_bpm,Song_average_loudness,Song_bpm_histogram_second_peak_bpm_median,Song_bpm_histogram_first_peak_bpm_median,Game_playtime,Song_tuning_equal_tempered_deviation,Song_mfcc_zero_mean,Game_rating,Song_onset_rate,Game_genres_1,Song_tuning_frequency,Game_release_date,Song_bpm_histogram_first_peak_bpm_mean,Song_bpm_histogram_second_peak_bpm_mean,Song_danceability
6.156686306,Racing,151.647735596,0.832726538181,129,129,6,0.190259948373,-659.683166504,4.59,3.32242703438,Racing,441.272583008,2018,157,162,1.2273311615
6.77499961853,Racing,85.5425872803,0.828247666359,148,86,14,0.154264673591,-659.683166504,4.17,2.44762086868,Platformer,441.782684326,2004,129,162,1.30170488358
3.24480319023,Strategy,156.253768921,0.911116302013,152,126,6,0.207299545407,-817.203186035,4.51,3.69436359406,RPG,440.763122559,2014,167,129,1.30170488358
3.08584785461,Adventure,80.0595474243,0.878640472889,148,129,16,0.0353624671698,-629.634765625,4.38,3.70154809952,Platformer,440.508636475,2009,126,148,1.05846560001
3.08961486816,Racing,156.253768921,0.909399747849,133,80,14,0.0194492284209,-645.922424316,4.51,4.09518480301,Platformer,441.782684326,2017,86,157,1.24075329304
3.03853273392,Action,117.718009949,0.958094835281,157,123,15,0.0323117002845,-679.623291016,4.36,4.09518480301,Platformer,441.272583008,2017,157,162,1.09298563004
3.61361432076,Strategy,135.103179932,0.808201909065,162,167,2,0.190259948373,-686.730041504,4.38,3.77210283279,Arcade,440.763122559,2012,123,157,0.966783285141
3.77140522003,Adventure,140.279327393,0.875262498856,148,126,0,0.0201806779951,-729.925354004,4.42,3.77669382095,Adventure,441.272583008,2012,140,133,1.05846560001
1.56592214108,Adventure,156.253768921,0.808201909065,152,167,0,0.233423605561,-603.377075195,4.38,3.77210283279,Arcade,440.0,2016,86,161,1.2209738493
2.28064060211,Strategy,151.647735596,0.954133749008,133,129,4,0.199991881847,-672.56829834,4.36,3.78527998924,Shooter,440.763122559,2017,140,162,1.05846560001
2.21067667007,Arcade,135.904693604,0.911116302013,85,80,4,0.207299545407,-759.831115723,4.16,3.77210283279,Drama,440.0,2012,167,172,1.05132603645
3.03853273392,Action,140.279327393,0.911116302013,85,136,1,0.167339667678,-729.925354004,3.93,3.77210283279,RPG,440.763122559,2020,80,162,0.966783285141
2.31902742386,Racing,128.987869263,0.875262498856,152,167,15,0.207299545407,-682.910705566,4.49,3.78527998924,RPG,440.508636475,2018,133,140,1.05132603645
3.31715202332,Arcade,128.035903931,0.958094835281,157,80,6,0.0160731915385,-679.623291016,4.51,3.32242703438,Simulation,440.508636475,2012,86,148,1.31997942924
5.80992937088,Strategy,128.035903931,0.766687095165,172,167,1,0.0323117002845,-605.468139648,4.16,2.32731485367,Platformer,440.763122559,2021,123,152,1.05752027035
1.56592214108,Adventure,163.938995361,0.858579695225,161,86,11,0.185953229666,-682.910705566,4.12,3.99734640121,Platformer,441.782684326,2021,126,157,1.16637372971
3.08961486816,Racing,156.253768921,0.958094835281,157,133,16,0.0255864653736,-618.064086914,4.42,3.85897874832,Drama,441.272583008,2012,152,172,1.05132603645
5.73799419403,Action,125.420906067,0.766687095165,157,117,6,0.0313436836004,-759.831115723,4.36,3.67092561722,Shooter,441.272583008,2004,157,140,1.05352735519
2.21067667007,Action,85.5425872803,0.875262498856,148,157,0,0.0160731915385,-744.623535156,4.38,3.78527998924,RPG,441.272583008,2019,86,157,0.966783285141
1.56592214108,Racing,156.253768921,0.878640472889,120,86,27,0.190259948373,-729.925354004,4.36,3.77669382095,Racing,440.0,2004,126,75,1.05132603645
2.28064060211,Strategy,85.5425872803,0.928917586803,85,167,14,0.199991881847,-672.56829834,4.49,3.99734640121,RPG,440.0,2011,86,148,1.05132603645
7.99319887161,Adventure,156.253768921,0.911116302013,126,117,15,0.0323117002845,-729.925354004,3.54,3.12415957451,Strategy,441.782684326,2015,157,120,1.05752027035
1.56592214108,Action,135.103179932,0.909399747849,75,123,1,0.199991881847,-644.065124512,4.14,3.99734640121,Platformer,434.193115234,2009,86,172,1.05752027035
3.20113444328,Strategy,128.035903931,0.532326042652,120,86,14,0.20987059176,-629.634765625,4.51,4.09518480301,Shooter,441.782684326,2020,133,161,1.09298563004
2.31902742386,Adventure,156.185180664,0.913865327835,152,126,2,0.0255864653736,-633.562072754,4.51,3.70154809952,Racing,440.763122559,2011,152,161,1.31997942924
3.63470578194,Arcade,128.035903931,0.125487312675,157,86,11,0.163196057081,-744.623535156,4.42,3.12415957451,Strategy,440.508636475,2012,167,126,1.14416944981
3.08584785461,Arcade,117.718009949,0.911116302013,140,167,4,0.0255864653736,-729.925354004,3.93,3.99734640121,Simulation,441.272583008,2016,129,129,1.05846560001
3.08961486816,Action,117.718009949,0.875262498856,85,126,47,0.199991881847,-618.064086914,4.26,3.99734640121,Strategy,441.272583008,2018,129,85,1.09691607952
7.99319887161,Strategy,163.938995361,0.270954698324,75,126,2,0.199991881847,-659.683166504,3.53,3.17846727371,RPG,440.763122559,2016,86,129,0.966783285141
3.38762331009,Adventure,117.718009949,0.878640472889,152,152,11,0.233423605561,-753.827575684,4.51,3.85897874832,Adventure,441.272583008,2011,126,129,1.24075329304
5.80992937088,Racing,156.253768921,0.808201909065,148,167,4,0.20987059176,-618.064086914,3.68,3.78527998924,Strategy,440.763122559,2014,140,162,1.09298563004
3.08961486816,Adventure,140.279327393,0.902403116226,162,140,21,0.167339667678,-736.84173584,4.3,2.32731485367,Drama,440.763122559,2012,167,75,1.31997942924
2.28064060211,Strategy,125.420906067,0.906586527824,133,157,4,0.0524725168943,-603.377075195,4.3,3.77210283279,Drama,441.272583008,2004,80,129,1.24075329304
3.20113444328,Racing,117.718009949,0.875262498856,140,129,14,0.185953229666,-753.827575684,4.14,3.77210283279,Simulation,441.782684326,2014,133,126,1.05352735519
2.21067667007,Racing,137.995758057,0.858579695225,75,117,11,0.204404219985,-618.064086914,4.14,2.32731485367,Drama,440.508636475,2009,129,148,1.05846560001
3.03853273392,Action,125.420906067,0.766687095165,152,136,16,0.20987059176,-631.154785156,3.53,4.42077636719,Simulation,434.193115234,2014,129,123,1.30170488358
3.11353349686,Strategy,137.995758057,0.532326042652,140,157,47,0.207299545407,-659.683166504,4.12,2.44762086868,Drama,440.763122559,2018,133,123,0.999914169312
3.63470578194,Strategy,80.0595474243,0.913865327835,162,86,2,0.0160731915385,-729.925354004,3.54,2.54077482224,Adventure,441.272583008,2014,167,172,1.30170488358
3.77140522003,Arcade,151.647735596,0.532326042652,133,129,14,0.0160731915385,-686.730041504,4.49,4.09518480301,Strategy,434.193115234,2020,133,85,1.09691607952
2.31902742386,Action,137.995758057,0.913865327835,157,129,14,0.201590463519,-817.203186035,4.42,2.10346651077,Shooter,441.272583008,2015,152,157,1.09691607952
3.20113444328,Arcade,138.388092041,0.909399747849,148,167,27,0.0255864653736,-682.910705566,4.38,4.09518480301,Drama,441.272583008,2004,167,157,1.2273311615
3.03853273392,Adventure,164.689620972,0.878640472889,172,140,2,0.185953229666,-618.064086914,4.14,2.44762086868,Platformer,440.763122559,2014,123,162,0.966783285141
3.08584785461,Action,156.185180664,0.878640472889,161,129,16,0.0353624671698,-759.831115723,3.65,3.13929796219,Strategy,441.782684326,2017,136,140,1.2209738493
3.08961486816,Adventure,128.987869263,0.808201909065,85,140,5,0.201590463519,-744.623535156,4.36,4.42077636719,Platformer,441.782684326,2002,133,120,1.05846560001
6.77499961853,Strategy,129.874893188,0.911116302013,172,133,15,0.204404219985,-629.634765625,4.38,4.09518480301,Platformer,440.0,2020,136,140,1.06367135048
3.38762331009,Arcade,156.253768921,0.807321250439,157,123,16,0.185953229666,-736.84173584,4.26,2.32731485367,Arcade,441.272583008,2011,129,85,1.16637372971
3.08584785461,Action,151.647735596,0.125487312675,133,133,16,0.0160731915385,-682.910705566,3.9,3.85897874832,Racing,440.763122559,2019,126,129,0.966783285141
3.08961486816,Strategy,138.388092041,0.808201909065,157,117,47,0.0524725168943,-753.827575684,4.51,3.77210283279,Simulation,434.193115234,2020,136,120,0.999914169312
3.24480319023,Strategy,128.987869263,0.858579695225,162,140,2,0.0353624671698,-686.730041504,3.54,2.32731485367,Drama,441.782684326,2012,136,157,1.16637372971
5.80992937088,Adventure,135.904693604,0.928917586803,120,126,15,0.233423605561,-605.468139648,4.17,4.09518480301,RPG,441.272583008,2004,140,140,1.15781736374
6.156686306,Action,80.0595474243,0.832726538181,162,133,2,0.199991881847,-729.925354004,4.38,3.13929796219,Racing,441.272583008,2015,86,133,1.05846560001
3.08961486816,Strategy,135.103179932,0.909399747849,157,140,21,0.163196057081,-672.56829834,4.12,3.39418530464,Adventure,440.508636475,2004,123,85,1.35229229927
1.56592214108,Action,151.647735596,0.928917586803,75,126,16,0.0160731915385,-736.84173584,3.93,3.85897874832,Platformer,441.782684326,2002,129,161,1.2273311615
6.77499961853,Action,140.279327393,0.954133749008,129,123,4,0.204404219985,-679.623291016,3.65,2.54077482224,Platformer,440.0,2012,140,120,1.05846560001
3.08961486816,Strategy,156.253768921,0.909399747849,123,126,7,0.0524725168943,-631.154785156,4.17,3.32242703438,Strategy,440.508636475,2011,133,123,0.966783285141
6.77499961853,Racing,156.185180664,0.832726538181,161,167,0,0.190259948373,-644.065124512,4.14,4.42077636719,Simulation,440.508636475,2020,80,157,1.15781736374
2.28064060211,Arcade,128.987869263,0.906586527824,157,140,4,0.0160731915385,-682.910705566,4.59,3.78527998924,Strategy,441.782684326,2011,117,129,1.09298563004
3.63470578194,Adventure,140.279327393,0.911116302013,172,80,21,0.185953229666,-736.84173584,4.24,3.12415957451,Strategy,441.272583008,2018,157,157,1.24075329304
3.31715202332,Strategy,123.65499115,0.911116302013,85,86,1,0.0255864653736,-629.634765625,4.3,3.32242703438,Racing,434.193115234,2015,86,161,1.0937680006
7.99319887161,Strategy,151.647735596,0.875262498856,123,126,2,0.154264673591,-759.831115723,4.26,2.44762086868,Adventure,441.782684326,2004,117,75,1.2273311615
5.73799419403,Adventure,156.185180664,0.902403116226,148,123,15,0.0194492284209,-605.468139648,4.14,4.09518480301,Simulation,440.763122559,2017,133,85,1.30170488358
3.77140522003,Action,85.5425872803,0.906586527824,152,123,1,0.0160731915385,-753.827575684,4.16,2.10346651077,Arcade,434.193115234,2009,86,172,0.966783285141
3.63470578194,Adventure,128.987869263,0.913865327835,162,129,15,0.0194492284209,-759.831115723,4.49,3.70154809952,Platformer,441.272583008,2016,140,148,1.05846560001
2.21067667007,Strategy,133.833648682,0.902403116226,140,117,2,0.190259948373,-759.831115723,4.42,3.69436359406,Arcade,440.0,2018,133,172,0.966783285141
2.28064060211,Action,128.035903931,0.832726538181,162,133,6,0.201590463519,-605.468139648,4.42,4.42077636719,Arcade,440.508636475,2002,133,148,1.35229229927
6.77499961853,Arcade,150.059753418,0.125487312675,157,152,27,0.20987059176,-631.154785156,3.9,4.09518480301,Strategy,441.272583008,2004,136,123,0.966783285141
3.63470578194,Strategy,138.388092041,0.913865327835,133,86,16,0.204404219985,-686.730041504,4.16,2.44762086868,Strategy,440.508636475,2004,86,140,1.16637372971
3.61361432076,Action,135.904693604,0.954133749008,129,129,6,0.167339667678,-659.683166504,4.51,3.77210283279,Racing,440.508636475,2019,123,140,1.0937680006
3.08961486816,Arcade,133.833648682,0.902403116226,85,86,1,0.0194492284209,-618.064086914,3.9,2.32731485367,RPG,440.0,2002,140,148,1.05752027035
6.77499961853,Strategy,133.833648682,0.954133749008,152,126,16,0.0160731915385,-729.925354004,4.38,2.87289810181,Platformer,441.272583008,2021,152,148,1.05846560001
5.80992937088,Adventure,125.420906067,0.832726538181,126,117,16,0.204404219985,-633.562072754,3.53,3.99734640121,Strategy,440.763122559,2021,157,140,1.24075329304
3.03853273392,Racing,150.059753418,0.766687095165,161,117,11,0.204404219985,-679.623291016,4.12,3.17846727371,Simulation,440.763122559,2009,126,140,1.30170488358
3.61361432076,Arcade,129.874893188,0.878640472889,152,167,2,0.0255864653736,-629.634765625,3.93,3.17846727371,Adventure,440.0,2004,86,75,1.09298563004
3.63470578194,Action,123.65499115,0.808201909065,148,152,1,0.154264673591,-644.065124512,3.9,2.87289810181,Shooter,440.0,2017,86,75,0.999914169312
2.21067667007,Strategy,133.833648682,0.909399747849,140,80,21,0.20987059176,-618.064086914,3.54,3.17846727371,Drama,434.193115234,2015,133,133,1.24075329304
3.24480319023,Arcade,137.995758057,0.807321250439,152,126,5,0.0323117002845,-644.065124512,4.14,3.39418530464,Shooter,441.782684326,2004,126,172,1.30170488358
1.56592214108,Action,137.995758057,0.875262498856,126,152,14,0.0353624671698,-659.683166504,3.53,3.77210283279,Arcade,441.272583008,2014,167,133,1.15781736374
3.63470578194,Adventure,151.647735596,0.913865327835,152,123,5,0.167339667678,-729.925354004,4.38,2.54077482224,Strategy,434.193115234,2012,129,172,1.16637372971
7.99319887161,Strategy,156.253768921,0.878640472889,148,80,16,0.0201806779951,-736.84173584,4.59,3.13929796219,RPG,440.508636475,2011,136,123,1.14416944981
3.08961486816,Adventure,133.833648682,0.878640472889,157,152,6,0.0524725168943,-672.56829834,4.59,3.39418530464,Simulation,434.193115234,2016,157,148,1.14876925945
5.73799419403,Adventure,128.035903931,0.911116302013,148,136,16,0.201590463519,-631.154785156,3.65,2.10346651077,Racing,440.0,2009,157,120,1.09298563004
2.31902742386,Action,151.647735596,0.909399747849,133,129,6,0.0353624671698,-659.683166504,4.42,3.70154809952,Drama,434.193115234,2004,80,85,1.2273311615
3.08961486816,Action,163.938995361,0.906586527824,120,123,12,0.0255864653736,-629.634765625,3.93,3.39418530464,Drama,440.0,2015,80,123,1.05132603645
2.21067667007,Arcade,80.0595474243,0.902403116226,126,126,16,0.0524725168943,-628.952941895,4.12,3.67092561722,Adventure,440.0,2017,152,172,1.14416944981
1.56592214108,Action,151.647735596,0.902403116226,126,157,0,0.0160731915385,-759.831115723,4.51,2.54077482224,RPG,441.782684326,2004,133,85,1.05752027035
1.56592214108,Action,150.059753418,0.832726538181,120,123,16,0.0323117002845,-679.623291016,4.42,3.69436359406,Racing,440.763122559,2017,157,161,1.14876925945
2.28064060211,Action,80.0595474243,0.911116302013,157,80,7,0.167339667678,-672.56829834,4.3,3.17846727371,Platformer,440.508636475,2017,167,126,0.999914169312
7.99319887161,Action,128.987869263,0.958094835281,172,152,7,0.207299545407,-682.910705566,4.59,3.12415957451,Platformer,440.508636475,2012,152,162,1.05352735519
3.63470578194,Strategy,163.938995361,0.878640472889,157,167,2,0.204404219985,-629.634765625,4.36,3.32242703438,Platformer,441.782684326,2011,140,140,1.05846560001
3.03853273392,Strategy,164.689620972,0.904474079609,172,86,21,0.270047724247,-659.683166504,4.14,3.17846727371,Strategy,441.782684326,2019,136,140,1.35229229927
6.77499961853,Action,156.253768921,0.832726538181,172,126,12,0.190259948373,-618.064086914,4.42,3.17846727371,Shooter,434.193115234,2017,129,123,1.14416944981
2.28064060211,Racing,150.059753418,0.766687095165,162,157,27,0.201590463519,-672.56829834,4.42,3.77669382095,Shooter,440.763122559,2020,123,152,1.09298563004
3.38762331009,Racing,128.987869263,0.878640472889,120,123,2,0.0194492284209,-679.623291016,4.36,3.32242703438,Arcade,434.193115234,2012,129,140,0.999914169312
5.73799419403,Arcade,128.035903931,0.911116302013,140,133,2,0.0323117002845,-736.84173584,4.12,3.13929796219,Racing,434.193115234,2012,117,85,1.05752027035
3.08961486816,Strategy,151.647735596,0.858579695225,126,126,7,0.199991881847,-645.922424316,4.42,3.77210283279,Racing,440.763122559,2018,136,85,1.05132603645
1.56592214108,Adventure,128.035903931,0.832726538181,126,123,12,0.0160731915385,-628.952941895,3.54,3.77210283279,RPG,440.763122559,2016,123,120,1.15781736374
2.21067667007,Arcade,129.874893188,0.911116302013,85,126,15,0.0194492284209,-631.154785156,3.9,2.87289810181,Racing,440.763122559,2016,86,129,1.0937680006
3.63470578194,Arcade,156.253768921,0.532326042652,120,86,14,0.201590463519,-817.203186035,3.9,2.10346651077,Platformer,440.763122559,2020,129,85,1.06367135048
2.21067667007,Action,117.718009949,0.832726538181,152,167,2,0.270047724247,-759.831115723,4.16,3.32242703438,Strategy,440.763122559,2018,80,133,1.05132603645
7.99319887161,Adventure,151.647735596,0.958094835281,75,117,6,0.163196057081,-633.562072754,4.49,3.77669382095,Arcade,440.0,2019,126,120,0.999914169312
3.31715202332,Adventure,164.689620972,0.875262498856,129,136,27,0.163196057081,-633.562072754,3.54,2.87289810181,Platformer,440.763122559,2018,86,157,0.966783285141
3.11353349686,Adventure,135.904693604,0.954133749008,120,129,21,0.207299545407,-744.623535156,4.36,3.67092561722,Shooter,441.782684326,2004,167,148,0.999914169312
3.03853273392,Strategy,129.874893188,0.875262498856,129,126,0,0.204404219985,-759.831115723,4.24,3.32242703438,Platformer,441.782684326,2004,152,123,1.0937680006
2.31902742386,Arcade,80.0595474243,0.911116302013,133,133,6,0.0255864653736,-629.634765625,3.53,3.70154809952,Simulation,440.508636475,2019,140,172,1.14876925945
3.11353349686,Action,138.388092041,0.878640472889,140,152,15,0.0524725168943,-659.683166504,4.42,2.32731485367,Simulation,441.782684326,2011,126,157,1.05352735519
3.61361432076,Racing,80.0595474243,0.878640472889,123,129,1,0.185953229666,-605.468139648,3.93,4.42077636719,Racing,440.763122559,2015,152,140,1.14416944981
3.20113444328,Strategy,163.938995361,0.909399747849,172,86,2,0.0194492284209,-618.064086914,4.36,3.77669382095,RPG,440.0,2012,86,126,1.2273311615
5.80992937088,Adventure,135.904693604,0.532326042652,172,152,5,0.0353624671698,-679.623291016,4.36,2.54077482224,Simulation,434.193115234,2009,136,133,1.15781736374
3.38762331009,Strategy,85.5425872803,0.913865327835,133,123,12,0.201590463519,-631.154785156,4.16,3.70154809952,Racing,441.272583008,2014,152,148,1.14416944981
3.20113444328,Arcade,156.253768921,0.270954698324,133,136,7,0.233423605561,-631.154785156,4.51,2.44762086868,Adventure,441.272583008,2016,152,161,1.05846560001
3.03853273392,Action,125.420906067,0.913865327835,129,167,21,0.0255864653736,-759.831115723,4.59,2.32731485367,Simulation,440.0,2011,80,85,1.30170488358
3.20113444328,Adventure,140.279327393,0.904474079609,85,136,6,0.163196057081,-672.56829834,4.36,3.67092561722,Arcade,440.763122559,2004,86,85,1.05752027035
3.31715202332,Strategy,163.938995361,0.906586527824,161,157,21,0.207299545407,-659.683166504,4.16,3.13929796219,Adventure,440.763122559,2020,152,152,1.05846560001
3.08584785461,Racing,125.420906067,0.828247666359,85,129,7,0.0524725168943,-744.623535156,3.53,2.44762086868,Drama,440.763122559,2009,140,157,1.05846560001
3.61361432076,Adventure,156.253768921,0.858579695225,157,86,0,0.207299545407,-605.468139648,4.51,2.54077482224,Drama,440.763122559,2020,129,120,1.24075329304
3.24480319023,Adventure,140.279327393,0.875262498856,75,157,7,0.0313436836004,-605.468139648,4.42,2.54077482224,Shooter,440.508636475,2015,129,172,1.14876925945
3.08961486816,Adventure,135.103179932,0.958094835281,148,152,0,0.154264673591,-686.730041504,4.16,3.69436359406,Simulation,441.272583008,2004,140,152,0.966783285141
6.156686306,Strategy,80.0595474243,0.828247666359,140,157,14,0.163196057081,-759.831115723,3.65,3.99734640121,Simulation,441.272583008,2018,117,126,0.966783285141
3.11353349686,Arcade,150.059753418,0.858579695225,120,117,11,0.0160731915385,-682.910705566,4.12,3.85897874832,Platformer,441.272583008,2021,140,161,1.09298563004
3.38762331009,Action,135.904693604,0.902403116226,152,140,12,0.163196057081,-759.831115723,4.3,4.09518480301,Simulation,441.272583008,2021,126,172,1.05752027035
3.08584785461,Adventure,135.103179932,0.913865327835,162,86,5,0.0524725168943,-633.562072754,4.17,3.13929796219,Strategy,440.763122559,2011,86,157,1.0937680006
3.08584785461,Action,140.279327393,0.909399747849,140,129,27,0.201590463519,-686.730041504,3.53,3.67092561722,Shooter,440.0,2015,152,129,1.15781736374
2.21067667007,Arcade,137.995758057,0.807321250439,157,140,15,0.154264673591,-753.827575684,4.3,3.70154809952,Racing,441.272583008,2021,152,161,1.05132603645
3.38762331009,Strategy,128.987869263,0.125487312675,157,86,21,0.185953229666,-633.562072754,4.59,3.13929796219,Drama,440.0,2016,133,123,1.14876925945
7.99319887161,Arcade,133.833648682,0.270954698324,75,123,27,0.163196057081,-645.922424316,3.9,3.78527998924,Strategy,440.763122559,2002,157,161,1.24075329304
3.03853273392,Strategy,135.103179932,0.808201909065,129,86,21,0.0313436836004,-672.56829834,4.36,3.78527998924,RPG,441.782684326,2017,80,120,1.14876925945
3.08961486816,Racing,156.185180664,0.828247666359,152,157,15,0.20987059176,-686.730041504,4.51,3.39418530464,Platformer,441.782684326,2020,157,133,0.966783285141
3.03853273392,Racing,163.938995361,0.125487312675,161,126,2,0.201590463519,-672.56829834,4.42,3.12415957451,Strategy,434.193115234,2021,157,148,1.06367135048
5.80992937088,Racing,156.253768921,0.807321250439,162,80,47,0.185953229666,-817.203186035,4.59,3.13929796219,Adventure,440.763122559,2009,136,120,1.24075329304
6.156686306,Adventure,137.995758057,0.832726538181,161,133,4,0.199991881847,-645.922424316,4.24,4.09518480301,Platformer,441.782684326,2016,80,120,1.24075329304
6.156686306,Adventure,135.904693604,0.911116302013,75,123,2,0.0353624671698,-618.064086914,4.51,3.77669382095,Platformer,434.193115234,2016,80,85,1.05132603645
3.61361432076,Action,151.647735596,0.909399747849,126,157,1,0.0160731915385,-753.827575684,4.17,3.12415957451,RPG,440.508636475,2002,136,120,1.35229229927
3.24480319023,Arcade,85.5425872803,0.911116302013,172,80,2,0.0201806779951,-686.730041504,4.16,3.77669382095,Strategy,440.0,2021,126,162,0.966783285141
5.80992937088,Racing,135.904693604,0.878640472889,75,167,11,0.190259948373,-645.922424316,4.38,3.39418530464,Adventure,440.508636475,2018,140,133,1.05752027035
3.77140522003,Adventure,156.185180664,0.911116302013,129,152,2,0.0201806779951,-817.203186035,4.38,3.77669382095,Simulation,440.508636475,2019,157,126,1.05752027035
1.56592214108,Strategy,117.718009949,0.906586527824,140,126,47,0.0160731915385,-682.910705566,4.38,4.09518480301,Adventure,440.0,2009,126,123,1.05752027035
7.99319887161,Adventure,129.874893188,0.911116302013,157,86,21,0.0255864653736,-736.84173584,4.51,3.12415957451,Simulation,440.0,2004,157,120,1.14416944981
5.73799419403,Action,138.388092041,0.911116302013,140,86,4,0.154264673591,-682.910705566,4.51,4.09518480301,Platformer,440.508636475,2012,133,157,1.0937680006
7.99319887161,Strategy,125.420906067,0.858579695225,85,167,5,0.0194492284209,-679.623291016,3.68,3.70154809952,Simulation,434.193115234,2017,140,140,1.15781736374
3.38762331009,Action,135.103179932,0.954133749008,126,157,16,0.0160731915385,-633.562072754,4.16,3.99734640121,RPG,434.193115234,2018,157,152,1.05352735519
6.77499961853,Action,123.65499115,0.832726538181,172,129,4,0.0255864653736,-603.377075195,3.54,3.85897874832,Racing,440.0,2002,86,161,0.999914169312
3.08584785461,Arcade,156.253768921,0.828247666359,148,136,4,0.0524725168943,-644.065124512,3.65,3.69436359406,Strategy,440.508636475,2020,152,157,1.14416944981
3.11353349686,Action,128.987869263,0.832726538181,120,126,4,0.201590463519,-645.922424316,3.54,3.32242703438,Drama,441.272583008,2004,126,161,1.0937680006
5.73799419403,Arcade,135.904693604,0.958094835281,133,117,14,0.0353624671698,-603.377075195,4.3,2.32731485367,Adventure,441.272583008,2012,140,120,1.09298563004
3.77140522003,Adventure,156.253768921,0.904474079609,157,126,11,0.233423605561,-629.634765625,4.17,2.54077482224,Shooter,441.782684326,2011,157,172,0.999914169312
3.08961486816,Arcade,129.874893188,0.875262498856,152,126,16,0.0160731915385,-729.925354004,4.3,2.54077482224,Drama,440.508636475,2011,133,172,1.09298563004
5.80992937088,Racing,135.103179932,0.832726538181,120,157,4,0.185953229666,-644.065124512,4.49,3.77669382095,Platformer,441.782684326,2009,140,140,1.14876925945
6.156686306,Strategy,163.938995361,0.909399747849,162,133,12,0.20987059176,-644.065124512,3.93,3.69436359406,Racing,434.193115234,2018,126,133,1.05752027035
3.08584785461,Strategy,138.388092041,0.808201909065,123,126,6,0.233423605561,-629.634765625,4.16,2.54077482224,Racing,440.508636475,2015,129,140,0.999914169312
3.20113444328,Adventure,140.279327393,0.928917586803,75,136,14,0.20987059176,-629.634765625,4.51,3.32242703438,Shooter,440.0,2018,140,75,1.14876925945
2.21067667007,Racing,138.388092041,0.832726538181,161,80,4,0.233423605561,-631.154785156,4.16,2.44762086868,Strategy,440.763122559,2014,123,75,1.31997942924
