Second_Song_tuning_equal_tempered_deviation,First_Song_dynamic_complexity,First_Song_bpm_histogram_first_peak_bpm_median,Second_Song_bpm_histogram_second_peak_bpm_mean,First_Song_bpm,First_Song_bpm_histogram_second_peak_bpm_mean,Second_Song_bpm_histogram_first_peak_bpm_median,First_Song_onset_rate,Second_Song_bpm_histogram_second_peak_bpm_median,Second_Song_tuning_frequency,First_Song_danceability,First_Song_bpm_histogram_second_peak_bpm_median,First_Song_average_loudness,Second_Song_dynamic_complexity,Second_Song_danceability,First_Song_bpm_histogram_first_peak_bpm_mean,Second_Song_onset_rate,Second_Song_bpm_histogram_first_peak_bpm_mean,First_Song_mfcc_zero_mean,Second_Song_bpm,First_Song_tuning_equal_tempered_deviation,Second_Song_average_loudness,Second_Song_mfcc_zero_mean,First_Song_tuning_frequency
0.214445605874,3.3611125946,96,148,95.8865814209,120,112,3.9178173542,148,439.745910645,1.07439815998,157,0.523566663265,2.44798207283,1.510835886,140,2.86237740517,152,-740.256652832,107.047172546,0.162016779184,0.879775643349,-773.674377441,435.700531006
0.0279399435967,4.27707195282,86,152,104.867263794,157,140,4.07474851608,157,447.174194336,1.76760745049,99,0.750045835972,4.4339556694,1.12835288048,98,3.78100585938,152,-694.658203125,139.725921631,0.0043608895503,0.890799403191,-653.594482422,445.627075195
0.0631944909692,2.44929671288,86,101,137.995758057,123,115,2.07518815994,129,442.293365479,1.08814954758,120,0.950518250465,3.18306040764,1.14685475826,96,3.78100585938,157,-652.545837402,165.049865723,0.0160731915385,0.945944488049,-661.911315918,437.971466064
0.24576549232,5.32146692276,98,172,95.8865814209,157,167,2.10346651077,110,442.293365479,1.24075329304,123,0.750045835972,4.02020406723,1.12403690815,86,2.81147003174,123,-740.256652832,131.00958252,0.204686850309,0.959043204784,-686.351013184,441.017791748
0.179329544306,4.27707195282,120,126,96.5897521973,140,112,4.49536466599,136,438.731048584,1.48684334755,126,0.842021167278,2.70183634758,0.842927098274,86,2.4632704258,167,-694.658203125,156.320404053,0.040081359446,0.765895843506,-669.862243652,449.504882813
0.110688425601,5.32146692276,126,172,153.158203125,101,112,3.41211605072,136,438.731048584,1.51729130745,140,0.906586527824,5.68263912201,1.47051048279,96,3.54883742332,140,-740.256652832,150.574279785,0.0201806779951,0.69481831789,-712.374145508,445.627075195
0.179329544306,4.07117557526,152,152,117.178482056,112,108,2.44762086868,157,447.174194336,1.08409500122,112,0.906586527824,2.1286072731,1.06971430779,148,2.81147003174,112,-753.827575684,156.320404053,0.0996227189898,0.727292716503,-653.594482422,442.804626465
0.183179989457,3.3611125946,117,110,125.420906067,148,136,4.07474851608,172,434.193115234,1.05752027035,123,0.884606599808,3.65707850456,1.510835886,115,4.37625265121,108,-712.931152344,123.748664856,0.0320834890008,0.793593168259,-686.351013184,445.627075195
0.179329544306,3.3611125946,126,101,140.279327393,123,115,2.29122543335,129,439.491973877,1.22282266617,157,0.766687095165,4.95076704025,1.19722938538,86,5.4569067955,115,-671.42175293,150.574279785,0.022358816117,0.945944488049,-741.881774902,437.465789795
0.24576549232,5.32146692276,105,126,115.032249451,126,152,3.60260462761,129,441.782684326,1.08409500122,140,0.91804176569,4.95076704025,0.979366838932,148,2.9237818718,108,-652.545837402,123.200813293,0.0538484379649,0.727292716503,-669.862243652,434.193115234
0.110688425601,5.32146692276,126,148,95.8865814209,157,167,3.72976493835,129,438.731048584,1.05752027035,91,0.766687095165,4.95076704025,1.1288588047,115,2.9237818718,136,-628.952941895,139.725921631,0.204686850309,0.765895843506,-655.038574219,440.508636475
0.24576549232,7.99319887161,140,152,117.393196106,157,167,2.54077482224,136,434.193115234,1.48684334755,126,0.494703888893,2.90513372421,1.19722938538,105,3.56540155411,115,-605.468139648,150.574279785,0.0313436836004,0.69481831789,-655.038574219,449.504882813
0.179329544306,4.27707195282,140,144,137.995758057,136,123,3.17846727371,117,434.193115234,1.00711560249,136,0.906586527824,3.18306040764,1.01411485672,105,2.95637106895,140,-753.827575684,115.931236267,0.0320834890008,0.879775643349,-655.038574219,442.804626465
0.0207289550453,1.56592214108,98,157,96.0649795532,112,123,2.29122543335,120,441.782684326,0.955101728439,112,0.91467487812,2.43840503693,1.00200974941,98,5.4569067955,112,-704.985534668,115.931236267,0.0996227189898,0.74765586853,-724.85723877,440.0
0.293664008379,1.56592214108,152,148,95.6826934814,120,115,2.44762086868,148,434.193115234,0.955101728439,91,0.91804176569,4.92926502228,1.06900918484,148,5.4569067955,112,-652.545837402,117.655426025,0.162016779184,0.959043204784,-661.911315918,442.804626465
0.1225419119,3.58714056015,105,152,147.442871094,120,152,3.17846727371,152,447.174194336,1.48684334755,148,0.884606599808,2.90513372421,1.15132558346,140,3.56540155411,133,-630.711975098,115.931236267,0.0996227189898,0.945490598679,-655.038574219,435.700531006
0.24576549232,5.32146692276,105,126,85.6735076904,133,140,2.07518815994,129,441.782684326,1.10072731972,140,0.906586527824,2.43840503693,1.19722938538,126,5.4569067955,115,-652.545837402,115.931236267,0.265661627054,0.69481831789,-631.159301758,441.017791748
0.0207289550453,3.24480319023,86,110,151.647735596,91,152,3.41211605072,101,438.731048584,1.24075329304,99,0.884606599808,6.21875429153,1.15132558346,98,2.94173145294,152,-694.658203125,131.00958252,0.162016779184,0.69481831789,-773.674377441,434.193115234
0.24576549232,5.02045726776,140,117,117.178482056,123,133,4.671916008,110,437.465789795,1.07439815998,126,0.523566663265,4.02020406723,1.09984493256,115,4.37625265121,157,-675.086791992,107.047172546,0.0657592192292,0.655534148216,-653.594482422,440.0
0.214445605874,3.58714056015,115,152,153.158203125,148,108,2.07518815994,144,438.731048584,1.05752027035,140,0.766687095165,3.10923576355,0.978491067886,126,2.81147003174,152,-628.952941895,139.725921631,0.0538484379649,0.85369771719,-773.674377441,442.804626465
0.293664008379,7.99319887161,126,148,125.420906067,123,167,2.07518815994,101,439.491973877,1.51729130745,133,0.750993251801,3.36286139488,1.14685475826,105,2.76872515678,108,-704.985534668,114.477264404,0.0201806779951,0.959043204784,-669.862243652,449.504882813
0.24576549232,2.21067667007,96,152,117.633598328,172,123,2.10346651077,110,441.272583008,1.22282266617,172,0.950518250465,4.02020406723,1.06900918484,120,5.4569067955,115,-692.786560059,151.863983154,0.0353624671698,0.727292716503,-653.594482422,441.017791748
0.0631944909692,2.21067667007,126,117,115.032249451,101,148,2.44762086868,126,441.272583008,1.28213441372,120,0.91467487812,4.4339556694,1.15132558346,140,3.56540155411,108,-680.415527344,165.049865723,0.162016779184,0.765895843506,-643.524230957,433.441375732
0.176786318421,4.38532876968,105,117,140.279327393,123,136,3.17846727371,136,447.174194336,1.76760745049,157,0.906586527824,3.36286139488,0.842927098274,126,1.00508475304,140,-630.711975098,148.045928955,0.0657592192292,0.793593168259,-712.374145508,449.504882813
0.176786318421,2.44929671288,126,110,125.420906067,99,140,4.07474851608,110,439.491973877,1.08814954758,172,0.91804176569,4.4339556694,0.978491067886,126,2.94173145294,148,-650.180175781,114.477264404,0.265661627054,0.899370253086,-669.862243652,440.763122559
0.1225419119,4.27263259888,140,126,117.178482056,148,129,3.51759958267,101,447.174194336,1.09691607952,126,0.91804176569,4.02020406723,1.01411485672,126,1.00508475304,108,-680.415527344,123.200813293,0.236987411976,0.899370253086,-653.594482422,437.465789795
0.0279399435967,2.44929671288,140,148,125.420906067,136,123,2.10346651077,126,441.782684326,1.4866887331,91,0.494703888893,4.4339556694,1.01411485672,152,2.86237740517,167,-694.658203125,117.655426025,0.00761627079919,0.945944488049,-773.674377441,437.465789795
0.0977034941316,3.58714056015,96,101,104.867263794,148,136,4.07474851608,157,447.174194336,0.966783285141,140,0.896492302418,2.90513372421,1.14685475826,86,4.01706933975,167,-740.256652832,129.45501709,0.204686850309,0.945944488049,-631.159301758,437.971466064
0.293664008379,4.07117557526,98,136,147.442871094,133,167,2.07518815994,152,437.465789795,1.22282266617,101,0.906586527824,6.09468841553,1.15132558346,98,2.94173145294,148,-735.465637207,151.863983154,0.265661627054,0.909963667393,-741.559570313,440.0
0.24576549232,4.38532876968,148,120,117.633598328,136,117,2.44762086868,152,442.293365479,1.07439815998,140,0.494703888893,5.68263912201,1.12835288048,120,5.4569067955,123,-740.256652832,135.043533325,0.265661627054,0.945944488049,-703.079345703,434.193115234
0.0225880146027,3.3611125946,126,152,125.420906067,140,157,3.17846727371,172,438.984558105,0.955101728439,157,0.950518250465,6.21875429153,1.12835288048,117,2.74044466019,167,-712.931152344,150.574279785,0.022358816117,0.793593168259,-773.674377441,445.627075195
0.0780525431037,2.44929671288,86,129,95.6826934814,101,148,2.44762086868,136,437.465789795,1.48684334755,140,0.91804176569,4.4339556694,1.01411485672,148,2.81147003174,129,-671.42175293,123.748664856,0.0313436836004,0.959043204784,-661.911315918,440.0
0.24576549232,4.38532876968,120,117,125.420906067,140,148,3.72976493835,157,438.731048584,1.05752027035,91,0.911482512951,3.10923576355,1.01411485672,140,2.81147003174,123,-650.180175781,117.655426025,0.265661627054,0.655534148216,-724.85723877,437.971466064
0.214445605874,4.27263259888,115,172,125.420906067,157,123,3.17846727371,152,439.745910645,1.10072731972,148,0.494703888893,2.1286072731,1.47051048279,126,3.16288900375,117,-650.180175781,156.320404053,0.0201806779951,0.945944488049,-669.862243652,442.804626465
0.0279399435967,4.07117557526,126,110,117.393196106,157,136,2.10346651077,110,438.731048584,1.08409500122,91,0.523566663265,4.4339556694,1.174046278,86,2.76872515678,167,-704.985534668,114.477264404,0.0538484379649,0.655534148216,-653.594482422,437.465789795
0.24576549232,4.16898202896,96,172,147.442871094,140,136,2.07518815994,129,439.745910645,1.10072731972,123,0.512089490891,2.43840503693,1.1288588047,96,3.78100585938,108,-630.711975098,139.725921631,0.236987411976,0.765895843506,-773.674377441,449.504882813
0.193304523826,1.56592214108,148,152,117.178482056,133,136,3.9178173542,148,441.272583008,1.28213441372,148,0.125487312675,2.70183634758,1.15132558346,152,3.27796912193,112,-694.658203125,117.655426025,0.0320834890008,0.803924798965,-741.559570313,440.763122559
0.0977034941316,3.30254983902,86,120,153.158203125,136,115,2.07518815994,117,439.745910645,1.76760745049,101,0.858579695225,3.10923576355,1.14685475826,117,2.9237818718,157,-735.465637207,114.477264404,0.0657592192292,0.69481831789,-724.85723877,435.700531006
0.179329544306,2.44929671288,86,126,85.6735076904,140,157,3.38952326775,148,439.745910645,0.995500743389,126,0.906586527824,4.95076704025,0.842927098274,105,2.95637106895,148,-652.545837402,112.703178406,0.0160731915385,0.727292716503,-741.881774902,449.504882813
0.293664008379,4.38532876968,148,117,151.647735596,112,112,4.22639703751,148,439.745910645,1.51729130745,123,0.91804176569,4.92926502228,1.19722938538,105,2.81147003174,115,-630.711975098,114.477264404,0.0353624671698,0.765895843506,-650.960388184,437.971466064
0.082471832633,5.32146692276,148,120,153.158203125,126,167,3.9178173542,144,431.692352295,1.08409500122,120,0.922397375107,2.90513372421,1.174046278,126,2.74044466019,167,-694.658203125,123.748664856,0.0320834890008,0.914927303791,-686.351013184,435.700531006
0.293664008379,4.07117557526,96,172,104.867263794,101,148,3.17846727371,148,437.465789795,0.995500743389,157,0.922397375107,5.73535060883,0.979366838932,152,4.37625265121,133,-652.545837402,114.477264404,0.0201806779951,0.91522371769,-653.594482422,435.700531006
0.24576549232,3.58714056015,96,101,85.6735076904,133,129,3.51759958267,152,442.293365479,1.28213441372,101,0.922397375107,4.92926502228,1.06900918484,140,2.74044466019,167,-712.931152344,131.00958252,0.204686850309,0.655534148216,-741.559570313,437.971466064
0.24576549232,7.99319887161,115,136,95.6826934814,133,136,2.07518815994,157,431.692352295,1.28213441372,101,0.842021167278,5.73535060883,1.47051048279,105,4.37625265121,133,-753.827575684,117.655426025,0.0320834890008,0.85369771719,-686.351013184,440.763122559
0.179329544306,4.07117557526,140,152,147.442871094,112,133,4.22639703751,126,438.731048584,1.22282266617,136,0.91804176569,6.21875429153,1.15132558346,120,5.4569067955,140,-652.545837402,123.748664856,0.162016779184,0.909963667393,-617.250549316,435.700531006
0.183179989457,3.58714056015,115,117,153.158203125,120,157,2.07518815994,152,439.491973877,1.08409500122,126,0.896492302418,6.21875429153,1.174046278,152,3.56540155411,133,-675.086791992,116.05859375,0.162016779184,0.959043204784,-650.960388184,445.627075195
0.082471832633,4.16898202896,120,110,140.279327393,136,157,2.07518815994,110,447.174194336,0.995500743389,148,0.950518250465,6.09468841553,1.1288588047,96,2.86237740517,140,-740.256652832,123.748664856,0.0353624671698,0.91522371769,-686.351013184,437.465789795
0.0225880146027,4.16898202896,96,120,96.0649795532,120,140,2.07518815994,144,437.465789795,1.07439815998,112,0.523566663265,4.92926502228,0.978491067886,117,3.78100585938,157,-679.148010254,117.655426025,0.204686850309,0.899370253086,-703.079345703,449.504882813
0.0279399435967,3.3611125946,152,157,96.0649795532,157,108,4.22639703751,117,439.745910645,1.10072731972,148,0.842021167278,4.4339556694,1.15132558346,140,3.54883742332,133,-652.545837402,115.931236267,0.0313436836004,0.85369771719,-703.079345703,449.504882813
0.176786318421,4.27263259888,117,144,140.279327393,112,136,4.22639703751,126,441.272583008,1.00711560249,123,0.911482512951,6.21875429153,1.174046278,152,2.76872515678,157,-680.415527344,114.477264404,0.0996227189898,0.945490598679,-741.559570313,434.193115234
0.0977034941316,1.56592214108,126,120,120.053535461,91,115,3.9178173542,101,437.465789795,1.09691607952,112,0.950518250465,3.10923576355,1.174046278,152,2.76872515678,152,-704.985534668,135.043533325,0.0320834890008,0.879775643349,-653.594482422,437.971466064
0.24576549232,2.44929671288,140,126,153.158203125,120,140,4.671916008,148,431.692352295,1.76760745049,101,0.125487312675,4.92926502228,1.12835288048,126,2.94173145294,157,-680.415527344,156.320404053,0.040081359446,0.793593168259,-661.911315918,440.508636475
0.105743616819,2.21067667007,98,110,85.6735076904,133,129,3.66754579544,101,442.293365479,1.48684334755,172,0.842021167278,4.02020406723,1.06900918484,96,2.76872515678,108,-652.545837402,148.045928955,0.0313436836004,0.803924798965,-655.038574219,437.971466064
0.214445605874,4.16898202896,140,129,96.5897521973,126,148,4.22639703751,157,434.193115234,1.24075329304,140,0.950518250465,5.73535060883,1.12835288048,105,2.74044466019,152,-753.827575684,165.049865723,0.162016779184,0.69481831789,-741.881774902,442.804626465
0.0207289550453,4.07117557526,115,144,115.032249451,123,123,3.41211605072,152,442.293365479,1.09691607952,136,0.512089490891,4.95076704025,1.06971430779,126,4.01706933975,140,-744.623535156,115.931236267,0.0313436836004,0.91522371769,-655.038574219,440.0
0.0780525431037,3.24480319023,140,152,117.393196106,91,152,2.44762086868,126,439.745910645,0.995500743389,133,0.950518250465,4.95076704025,1.12403690815,105,3.16288900375,167,-712.931152344,150.574279785,0.0313436836004,0.793593168259,-773.674377441,449.504882813
0.293664008379,4.38532876968,120,120,140.279327393,112,157,4.671916008,136,441.272583008,1.28213441372,112,0.950518250465,3.18306040764,1.15132558346,115,3.56540155411,123,-675.086791992,148.045928955,0.162016779184,0.899370253086,-686.351013184,440.0
0.0207289550453,2.44929671288,140,117,115.032249451,133,136,2.29122543335,129,441.782684326,1.07439815998,123,0.494703888893,4.4339556694,1.09984493256,140,1.00508475304,115,-692.786560059,116.05859375,0.204686850309,0.85369771719,-703.079345703,449.504882813
0.183179989457,2.44929671288,120,136,96.0649795532,148,140,3.60260462761,144,439.745910645,1.07439815998,99,0.896492302418,3.18306040764,1.01411485672,152,5.4569067955,133,-704.985534668,116.05859375,0.00761627079919,0.803924798965,-653.594482422,434.193115234
0.0279399435967,3.3611125946,86,144,96.0649795532,91,123,3.9178173542,101,434.193115234,1.28213441372,140,0.858579695225,2.44798207283,1.06900918484,126,1.00508475304,117,-694.658203125,139.725921631,0.204686850309,0.74765586853,-631.159301758,440.763122559
0.176786318421,2.44929671288,115,152,104.867263794,99,129,2.07518815994,101,438.731048584,1.05752027035,99,0.91467487812,6.09468841553,1.15132558346,86,3.27796912193,167,-744.623535156,131.00958252,0.0353624671698,0.74765586853,-686.351013184,440.763122559
0.105743616819,3.93990492821,120,136,120.053535461,148,123,2.07518815994,126,442.293365479,1.07439815998,99,0.494703888893,5.68263912201,1.01411485672,115,3.56540155411,152,-735.465637207,114.477264404,0.0996227189898,0.909963667393,-724.85723877,440.508636475
0.179329544306,2.44929671288,120,126,147.442871094,157,136,4.49536466599,157,447.174194336,1.10072731972,112,0.91467487812,4.92926502228,0.842927098274,152,2.94173145294,133,-628.952941895,139.725921631,0.0313436836004,0.914927303791,-741.559570313,449.504882813
0.24576549232,1.56592214108,140,110,96.0649795532,123,129,2.07518815994,152,447.174194336,1.09691607952,157,0.91804176569,2.43840503693,1.19722938538,98,3.27796912193,140,-680.415527344,135.043533325,0.0657592192292,0.793593168259,-712.374145508,449.504882813
0.193304523826,2.21067667007,115,144,140.279327393,123,133,4.49536466599,157,438.731048584,1.09691607952,112,0.91804176569,4.4339556694,1.01411485672,148,1.00508475304,152,-735.465637207,139.725921631,0.162016779184,0.74765586853,-643.524230957,440.508636475
0.0279399435967,4.27707195282,140,152,151.647735596,126,117,3.60260462761,144,437.465789795,1.48684334755,136,0.766687095165,3.65707850456,1.01411485672,105,5.4569067955,152,-712.931152344,107.047172546,0.0657592192292,0.91522371769,-686.351013184,440.508636475
0.176786318421,3.93990492821,152,117,95.8865814209,101,115,2.10346651077,129,439.491973877,0.995500743389,91,0.750045835972,3.18306040764,1.15132558346,86,4.37625265121,123,-692.786560059,123.748664856,0.265661627054,0.914927303791,-712.374145508,434.193115234
0.0631944909692,4.07117557526,115,144,151.647735596,172,157,3.51759958267,117,437.465789795,1.28213441372,126,0.494703888893,4.4339556694,0.979366838932,98,2.74044466019,140,-679.148010254,123.200813293,0.0353624671698,0.793593168259,-653.594482422,442.804626465
0.110688425601,7.99319887161,115,120,115.032249451,136,148,3.72976493835,148,441.272583008,1.09691607952,112,0.750045835972,4.02020406723,1.510835886,115,3.27796912193,117,-628.952941895,115.931236267,0.0160731915385,0.890799403191,-773.674377441,437.465789795
0.105743616819,4.07117557526,105,172,125.420906067,120,148,3.9178173542,117,434.193115234,1.28213441372,112,0.766687095165,4.02020406723,1.06900918484,126,1.00508475304,133,-753.827575684,139.725921631,0.0657592192292,0.803924798965,-644.671630859,434.193115234
0.0977034941316,3.24480319023,115,126,147.442871094,140,136,3.9178173542,172,434.193115234,1.28213441372,101,0.750993251801,2.70183634758,0.842927098274,86,2.74044466019,133,-694.658203125,123.200813293,0.0320834890008,0.945944488049,-731.309143066,433.441375732
0.193304523826,4.27263259888,152,120,96.5897521973,140,129,3.51759958267,120,431.692352295,1.76760745049,120,0.922397375107,3.10923576355,0.978491067886,120,2.74044466019,133,-671.42175293,112.703178406,0.0320834890008,0.890799403191,-741.559570313,449.504882813
0.0977034941316,7.99319887161,140,136,95.8865814209,148,157,3.51759958267,136,441.782684326,1.10072731972,140,0.766687095165,4.4339556694,1.174046278,152,3.78100585938,117,-692.786560059,131.00958252,0.236987411976,0.890799403191,-643.524230957,437.971466064
0.176786318421,3.30254983902,120,152,137.995758057,120,157,2.07518815994,110,437.465789795,1.00711560249,99,0.858579695225,4.02020406723,1.09984493256,105,5.4569067955,108,-671.42175293,139.725921631,0.204686850309,0.793593168259,-741.881774902,440.508636475
0.110688425601,5.32146692276,152,157,120.053535461,91,117,3.9178173542,126,434.193115234,1.24075329304,120,0.750993251801,5.68263912201,1.09984493256,115,3.56540155411,167,-704.985534668,135.043533325,0.0201806779951,0.914927303791,-653.594482422,437.465789795
0.214445605874,2.44929671288,96,152,120.053535461,140,136,4.671916008,117,442.293365479,1.4866887331,123,0.125487312675,3.65707850456,1.15132558346,126,2.76872515678,157,-628.952941895,123.748664856,0.0320834890008,0.879775643349,-617.250549316,433.441375732
0.179329544306,2.51611685753,117,136,95.6826934814,133,148,3.41211605072,136,439.745910645,0.955101728439,120,0.911482512951,4.95076704025,1.00200974941,86,5.4569067955,115,-605.468139648,151.863983154,0.265661627054,0.959043204784,-669.862243652,441.017791748
0.082471832633,3.24480319023,117,157,117.178482056,157,148,4.671916008,117,447.174194336,1.76760745049,99,0.896492302418,3.65707850456,1.06900918484,86,5.4569067955,167,-675.086791992,116.05859375,0.0657592192292,0.74765586853,-703.079345703,449.504882813
0.0207289550453,5.32146692276,105,117,117.178482056,157,133,3.38952326775,101,434.193115234,1.10072731972,148,0.750993251801,6.09468841553,1.15132558346,117,5.4569067955,112,-671.42175293,139.725921631,0.00761627079919,0.879775643349,-712.374145508,437.465789795
0.0631944909692,3.58714056015,105,101,115.032249451,157,167,2.29122543335,152,437.465789795,1.10072731972,112,0.750993251801,6.21875429153,1.06971430779,98,2.76872515678,136,-630.711975098,150.574279785,0.204686850309,0.803924798965,-650.960388184,440.0
0.183179989457,5.02045726776,98,120,147.442871094,136,140,3.60260462761,129,434.193115234,1.24075329304,101,0.922397375107,6.21875429153,1.14685475826,120,2.74044466019,148,-712.931152344,135.043533325,0.162016779184,0.909963667393,-712.374145508,437.465789795
0.0225880146027,1.56592214108,115,110,151.647735596,123,112,4.22639703751,172,441.272583008,1.22282266617,123,0.750993251801,2.43840503693,0.842927098274,126,2.86237740517,108,-671.42175293,139.725921631,0.0160731915385,0.959043204784,-741.559570313,434.193115234
0.214445605874,4.16898202896,117,136,120.053535461,112,152,3.51759958267,136,442.293365479,1.51729130745,101,0.842021167278,6.09468841553,1.12403690815,126,2.86237740517,112,-650.180175781,151.863983154,0.0043608895503,0.85369771719,-655.038574219,441.017791748
0.176786318421,2.51611685753,96,144,117.393196106,140,148,4.22639703751,129,438.984558105,1.48684334755,172,0.125487312675,5.73535060883,1.1288588047,120,4.01706933975,152,-692.786560059,135.043533325,0.162016779184,0.793593168259,-724.85723877,445.627075195
0.0279399435967,1.56592214108,105,126,137.995758057,172,136,3.38952326775,144,438.984558105,1.10072731972,133,0.858579695225,2.90513372421,1.47051048279,148,2.74044466019,136,-704.985534668,151.863983154,0.0657592192292,0.85369771719,-703.079345703,433.441375732
0.0631944909692,3.93990492821,105,126,115.032249451,101,123,4.671916008,136,438.984558105,0.966783285141,91,0.896492302418,4.4339556694,1.12835288048,120,2.81147003174,123,-735.465637207,131.00958252,0.040081359446,0.91522371769,-686.351013184,442.804626465
0.0977034941316,2.44929671288,96,172,147.442871094,157,108,3.41211605072,172,434.193115234,1.76760745049,99,0.842021167278,6.21875429153,1.15132558346,120,2.94173145294,117,-712.931152344,129.45501709,0.0353624671698,0.945944488049,-741.881774902,437.465789795
0.183179989457,4.27263259888,117,101,151.647735596,172,133,4.49536466599,152,439.491973877,0.995500743389,101,0.766687095165,3.18306040764,0.979366838932,126,2.74044466019,129,-630.711975098,114.477264404,0.204686850309,0.765895843506,-661.911315918,434.193115234
0.0631944909692,3.3611125946,86,129,147.442871094,172,133,4.49536466599,172,441.272583008,1.22282266617,126,0.858579695225,5.73535060883,1.06971430779,126,3.27796912193,133,-694.658203125,150.574279785,0.0353624671698,0.945490598679,-631.159301758,437.465789795
0.110688425601,3.24480319023,98,126,147.442871094,157,129,4.22639703751,148,431.692352295,1.4866887331,112,0.842021167278,6.09468841553,0.842927098274,148,2.95637106895,136,-680.415527344,150.574279785,0.204686850309,0.74765586853,-773.674377441,440.0
0.293664008379,4.16898202896,140,172,153.158203125,112,152,3.17846727371,144,439.491973877,1.08814954758,112,0.896492302418,2.44798207283,0.979366838932,86,3.27796912193,157,-671.42175293,151.863983154,0.00761627079919,0.803924798965,-703.079345703,440.0
0.214445605874,3.58714056015,126,126,104.867263794,120,117,2.54077482224,117,442.293365479,1.08409500122,136,0.896492302418,2.70183634758,1.19722938538,86,1.00508475304,152,-692.786560059,123.748664856,0.0043608895503,0.879775643349,-653.594482422,440.0
0.1225419119,2.21067667007,105,148,117.178482056,157,115,2.54077482224,157,447.174194336,1.08814954758,123,0.884606599808,6.09468841553,1.47051048279,148,2.4632704258,136,-704.985534668,129.45501709,0.0353624671698,0.85369771719,-712.374145508,435.700531006
0.1225419119,3.58714056015,140,152,153.158203125,133,136,3.38952326775,144,442.293365479,1.08814954758,123,0.766687095165,2.43840503693,1.1288588047,98,4.01706933975,136,-652.545837402,151.863983154,0.0657592192292,0.69481831789,-741.881774902,440.0
0.214445605874,3.30254983902,126,152,140.279327393,157,157,3.41211605072,157,447.174194336,1.76760745049,99,0.842021167278,6.21875429153,1.12403690815,120,2.86237740517,123,-671.42175293,156.320404053,0.265661627054,0.959043204784,-661.911315918,440.0
